corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000313,이한숙,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000310,이창규,2025-08-06,
00134477,SNT다이내믹스,003570,Y,전환청구권ㆍ신주인수권ㆍ교환청구권행사              ,20250806800491,SNT다이내믹스,2025-08-06,유
00182696,대한조선,439260,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000306,이석문,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000305,이상호,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000300,이명길,2025-08-06,
00115977,아이에스동서,010780,Y,주식등의대량보유상황보고서(일반),20250806000299,권혁운,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000298,유승철,2025-08-06,
01391033,NH프라임리츠,338100,Y,기타경영사항(자율공시)              ,20250806800459,NH프라임리츠,2025-08-06,유
01480780,NH올원리츠,400760,Y,기타경영사항(자율공시)              ,20250806800456,NH올원리츠,2025-08-06,유
01436558,신한서부티엔디리츠,404990,Y,매출액또는손익구조30%(대규모법인은15%)이상변경              ,20250806800449,신한서부티엔디리츠,2025-08-06,유
00545716,롯데렌탈,089860,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250806800466,롯데렌탈,2025-08-06,유
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000292,심혜영,2025-08-06,
00878915,iM금융지주,139130,Y,유상증자결정(자회사의 주요경영사항)              ,20250806800445,iM금융지주,2025-08-06,유
00103176,흥국화재,000540,Y,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,20250806000290,흥국화재,2025-08-06,공
00939687,동일고무벨트,163560,Y,타인에대한채무보증결정              ,20250806800421,동일고무벨트,2025-08-06,유
00139834,LG씨엔에스,064400,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000288,크리스탈코리아,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000287,서병휘,2025-08-06,
00145437,아센디오,012170,Y,조회공시요구(현저한시황변동)              ,20250806800458,유가증권시장본부,2025-08-06,유
01190568,에이피알,278470,Y,주식등의대량보유상황보고서(약식),20250806000284,MORGANSTANLEY&COINTLPLC,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000282,박원석,2025-08-06,
00139834,LG씨엔에스,064400,Y,주식등의대량보유상황보고서(일반),20250806000279,크리스탈코리아,2025-08-06,
01436558,신한서부티엔디리츠,404990,Y,부동산투자회사금전배당결정              ,20250806800429,신한서부티엔디리츠,2025-08-06,유
01562589,LX홀딩스,383800,Y,결산실적공시예고(안내공시)              ,20250806800452,LX홀딩스,2025-08-06,유
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000275,박대훈,2025-08-06,
00113535,대한해운,005880,Y,주주총회소집공고,20250806000273,대한해운,2025-08-06,
00115694,DB증권,016610,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000272,DB손해보험,2025-08-06,
00136721,신영증권,001720,Y,증권발행실적보고서,20250806000271,신영증권,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000269,박두배,2025-08-06,
00102858,고려아연,010130,Y,영업(잠정)실적(공정공시)              ,20250806800428,고려아연,2025-08-06,유
00102858,고려아연,010130,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250806800425,고려아연,2025-08-06,유
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000262,노은석,2025-08-06,
00136721,신영증권,001720,Y,증권발행실적보고서,20250806000260,신영증권,2025-08-06,
00111722,미래에셋증권,006800,Y,투자설명서(일괄신고),20250806000258,미래에셋증권,2025-08-06,
00136721,신영증권,001720,Y,증권발행실적보고서,20250806000252,신영증권,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000250,노병권,2025-08-06,
00109718,사조대림,003960,Y,최대주주등소유주식변동신고서              ,20250806800406,사조대림,2025-08-06,유
00939687,동일고무벨트,163560,Y,공정거래자율준수프로그램운영현황(안내공시)              ,20250806800345,동일고무벨트,2025-08-06,유
00109718,사조대림,003960,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000246,사조산업,2025-08-06,
00136721,신영증권,001720,Y,증권발행실적보고서,20250806000245,신영증권,2025-08-06,
00633835,HJ중공업,097230,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000244,에코프라임마린퍼시픽,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000242,김종하,2025-08-06,
00111722,미래에셋증권,006800,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250806000241,미래에셋증권,2025-08-06,
00146542,일정실업,008500,Y,조회공시요구(현저한시황변동)              ,20250806800376,유가증권시장본부,2025-08-06,유
00136721,신영증권,001720,Y,증권발행실적보고서,20250806000235,신영증권,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000229,김영소,2025-08-06,
01391033,NH프라임리츠,338100,Y,의결권대리행사권유참고서류,20250806000228,NH프라임리츠,2025-08-06,
00155319,POSCO홀딩스,005490,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000227,신건철,2025-08-06,
01669226,한화리츠,451800,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000226,미래에셋자산운용,2025-08-06,
00113058,한화생명,088350,Y,주식등의대량보유상황보고서(일반),20250806000225,한화,2025-08-06,
01430475,코람코라이프인프라리츠,357120,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000224,미래에셋자산운용,2025-08-06,
01180118,코람코더원리츠,417310,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000223,미래에셋자산운용,2025-08-06,
00544452,이리츠코크렙,088260,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000222,미래에셋자산운용,2025-08-06,
01276594,신한알파리츠,293940,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000220,미래에셋자산운용,2025-08-06,
01475609,디앤디플랫폼리츠,377190,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000219,미래에셋자산운용,2025-08-06,
01576102,미래에셋글로벌리츠,396690,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000218,미래에셋자산운용,2025-08-06,
01535150,SK리츠,395400,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000217,미래에셋자산운용,2025-08-06,
01391033,NH프라임리츠,338100,Y,주주총회소집공고,20250806000215,NH프라임리츠,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000214,김만규,2025-08-06,
00133858,세방전지,004490,Y,최대주주등소유주식변동신고서              ,20250806800353,세방전지,2025-08-06,유
00409672,티비에이치글로벌,084870,Y,최대주주등소유주식변동신고서              ,20250806800352,티비에이치글로벌,2025-08-06,유
00133858,세방전지,004490,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000202,이영렬,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000197,김경연,2025-08-06,
00115612,동부건설,005960,Y,[기재정정]단일판매ㆍ공급계약체결              ,20250806800330,동부건설,2025-08-06,유
00124540,대우건설,047040,Y,타인에대한채무보증결정              ,20250806800336,대우건설,2025-08-06,유
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000191,강병영,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000185,강명구,2025-08-06,
00171636,한솔홀딩스,004150,Y,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250806800309,한솔홀딩스,2025-08-06,유
00171636,한솔홀딩스,004150,Y,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20250806800297,한솔홀딩스,2025-08-06,유
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000182,이지연,2025-08-06,
00413046,셀트리온,068270,Y,[기재정정]연결재무제표기준영업(잠정)실적(공정공시)              ,20250806800293,셀트리온,2025-08-06,유
00366438,산일전기,062040,Y,영업(잠정)실적(공정공시)              ,20250806800287,산일전기,2025-08-06,유
00112332,미래에셋생명,085620,Y,기업설명회(IR)개최(안내공시)              ,20250806800314,미래에셋생명,2025-08-06,유
01060744,한솔제지,213500,Y,현금ㆍ현물배당결정              ,20250806800308,한솔제지,2025-08-06,유
00432102,한국금융지주,071050,Y,연결재무제표기준영업(잠정)실적(공정공시)(자회사의 주요경영사항)              ,20250806800294,한국금융지주,2025-08-06,유
00344287,HD현대인프라코어,042670,Y,신탁계약해지결과보고서,20250806000177,HD현대인프라코어,2025-08-06,
00432102,한국금융지주,071050,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250806800292,한국금융지주,2025-08-06,유
00110893,대신증권,003540,Y,증권발행실적보고서,20250806000176,대신증권,2025-08-06,
00155212,포스코DX,022100,Y,최대주주등소유주식변동신고서              ,20250806800301,포스코DX,2025-08-06,유
00453284,교촌에프앤비,339770,Y,주주명부폐쇄기간또는기준일설정              ,20250806800288,교촌에프앤비,2025-08-06,유
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000174,박종만,2025-08-06,
01060744,한솔제지,213500,Y,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250806800296,한솔제지,2025-08-06,유
01430475,코람코라이프인프라리츠,357120,Y,의결권대리행사권유참고서류,20250806000172,코람코라이프인프라리츠,2025-08-06,
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000169,김승환,2025-08-06,
00160232,KSS해운,044450,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000168,케이에스에스해운우리사주조합,2025-08-06,
01430475,코람코라이프인프라리츠,357120,Y,주주총회소집공고,20250806000167,코람코라이프인프라리츠,2025-08-06,
00269940,하나투어,039130,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250806800267,하나투어,2025-08-06,유
00453284,교촌에프앤비,339770,Y,주주총회소집결의              ,20250806800272,교촌에프앤비,2025-08-06,유
01204056,하이브,352820,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250806800271,하이브,2025-08-06,유
00296290,키움증권,039490,Y,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,20250806000166,키움증권,2025-08-06,공
00412597,현대홈쇼핑,057050,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250806800247,현대홈쇼핑,2025-08-06,유
00583424,아모레퍼시픽,090430,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000160,서경배,2025-08-06,
00164478,현대건설,000720,Y,[기재정정]단일판매ㆍ공급계약체결              ,20250806800260,현대건설,2025-08-06,유
00148610,한화투자증권,003530,Y,투자설명서(일괄신고),20250806000158,한화투자증권,2025-08-06,
00155355,풀무원,017810,Y,최대주주등소유주식변동신고서              ,20250806800257,풀무원,2025-08-06,유
00661847,화인베스틸,133820,Y,주식등의대량보유상황보고서(약식),20250806000155,엔에이치헤지자산운용,2025-08-06,
00155355,풀무원,017810,Y,주식등의대량보유상황보고서(일반),20250806000154,남승우,2025-08-06,
00173874,넥센타이어,002350,Y,기업설명회(IR)개최(안내공시)              ,20250806800243,넥센타이어,2025-08-06,유
00197759,미래산업,025560,Y,단일판매ㆍ공급계약체결              ,20250806800231,미래산업,2025-08-06,유
00508344,SK디앤디,210980,Y,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250806800233,SK디앤디,2025-08-06,유
00296290,키움증권,039490,Y,투자설명서(일괄신고),20250806000140,키움증권,2025-08-06,
00508344,SK디앤디,210980,Y,현금ㆍ현물배당결정              ,20250806800230,SK디앤디,2025-08-06,유
00148610,한화투자증권,003530,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250806000131,한화투자증권,2025-08-06,
00121932,미원상사,002840,Y,최대주주등소유주식변동신고서              ,20250806800219,미원상사,2025-08-06,유
00148610,한화투자증권,003530,Y,증권발행실적보고서,20250806000130,한화투자증권,2025-08-06,
00121932,미원상사,002840,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000129,미원상사우리사주,2025-08-06,
00508344,SK디앤디,210980,Y,[기재정정]특수관계인에대한담보제공,20250806000126,SK디앤디,2025-08-06,공
00162063,한신공영,004960,Y,단일판매ㆍ공급계약체결              ,20250806800210,한신공영,2025-08-06,유
00296290,키움증권,039490,Y,일괄신고추가서류(기타파생결합사채),20250806000123,키움증권,2025-08-06,
00121969,에쓰씨엔지니어링,023960,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000118,김기웅,2025-08-06,
00469799,이엔플러스,074610,Y,[기재정정]단일판매ㆍ공급계약체결              ,20250806800206,이엔플러스,2025-08-06,유
00108913,대교,019680,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000116,변규숙,2025-08-06,
00113359,교보증권,030610,Y,증권발행실적보고서,20250806000113,교보증권,2025-08-06,
00113058,한화생명,088350,Y,최대주주등소유주식변동신고서              ,20250806800187,한화생명,2025-08-06,유
00104856,삼성증권,016360,Y,증권발행실적보고서,20250806000105,삼성증권,2025-08-06,
00104856,삼성증권,016360,Y,증권발행실적보고서,20250806000102,삼성증권,2025-08-06,
00105280,현대지에프홀딩스,005440,Y,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20250806800166,현대지에프홀딩스,2025-08-06,유
00105280,현대지에프홀딩스,005440,Y,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250806800163,현대지에프홀딩스,2025-08-06,유
00428251,현대백화점,069960,Y,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250806800165,현대백화점,2025-08-06,유
00428251,현대백화점,069960,Y,현금ㆍ현물배당결정              ,20250806800162,현대백화점,2025-08-06,유
00428251,현대백화점,069960,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250806800157,현대백화점,2025-08-06,유
00137997,현대차증권,001500,Y,투자설명서(일괄신고),20250806000092,현대차증권,2025-08-06,
00113359,교보증권,030610,Y,증권발행실적보고서,20250806000089,교보증권,2025-08-06,
00670340,씨에스윈드,112610,Y,단일판매ㆍ공급계약체결              ,20250806800142,씨에스윈드,2025-08-06,유
00113359,교보증권,030610,Y,증권발행실적보고서,20250806000087,교보증권,2025-08-06,
00113359,교보증권,030610,Y,증권발행실적보고서,20250806000086,교보증권,2025-08-06,
00633835,HJ중공업,097230,Y,[기재정정]단일판매ㆍ공급계약체결              ,20250806800141,HJ중공업,2025-08-06,유
00135917,한화손해보험,000370,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000084,이재현,2025-08-06,
00241005,코오롱ENP,138490,Y,기업설명회(IR)개최(안내공시)              ,20250806800139,코오롱ENP,2025-08-06,유
00339391,한화시스템,272210,Y,동일인등출자계열회사와의상품ㆍ용역거래변경,20250806000082,한화시스템,2025-08-06,공
00415646,드림텍,192650,Y,[기재정정]주요사항보고서(자기주식취득신탁계약체결결정),20250806000081,드림텍,2025-08-06,
01649204,달바글로벌,483650,Y,기업설명회(IR)개최(안내공시)              ,20250806800136,달바글로벌,2025-08-06,유
00126380,삼성전자,005930,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250806000064,여명구,2025-08-06,
00149354,종근당홀딩스,001630,Y,최대주주등소유주식변동신고서              ,20250806800126,종근당홀딩스,2025-08-06,유
00149354,종근당홀딩스,001630,Y,주식등의대량보유상황보고서(일반),20250806000063,이장한,2025-08-06,
00415646,드림텍,192650,Y,주요사항보고서(자기주식취득신탁계약체결결정),20250806000056,드림텍,2025-08-06,정
01437292,미래에셋맵스리츠,357250,Y,주주총회소집결의              ,20250806800093,미래에셋맵스리츠,2025-08-06,유
00241005,코오롱ENP,138490,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250806800094,코오롱ENP,2025-08-06,유
00113359,교보증권,030610,Y,투자설명서(일괄신고),20250806000044,교보증권,2025-08-06,
00126308,삼성E&A,028050,Y,기타경영사항(자율공시)              ,20250806800088,삼성E&A,2025-08-06,유
00113359,교보증권,030610,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250806000040,교보증권,2025-08-06,
00415646,드림텍,192650,Y,신탁계약해지결과보고서,20250806000039,드림텍,2025-08-06,
00415646,드림텍,192650,Y,주요사항보고서(자기주식취득신탁계약해지결정),20250806000032,드림텍,2025-08-06,
00113359,교보증권,030610,Y,투자설명서(일괄신고),20250806000027,교보증권,2025-08-06,
00137997,현대차증권,001500,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250806000026,현대차증권,2025-08-06,
00480367,SK오션플랜트,100090,Y,주식등의대량보유상황보고서(일반),20250806000023,송무석,2025-08-06,
00113359,교보증권,030610,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250806000022,교보증권,2025-08-06,
01311408,에코프로머티,450080,Y,영업(잠정)실적(공정공시)              ,20250806800047,에코프로머티,2025-08-06,유
01190568,에이피알,278470,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250806800043,에이피알,2025-08-06,유
00113997,롯데에너지머티리얼즈,020150,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250806800033,롯데에너지머티리얼즈,2025-08-06,유
00159023,SK텔레콤,017670,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250806800032,SK텔레콤,2025-08-06,유
00159023,SK텔레콤,017670,Y,영업(잠정)실적(공정공시)              ,20250806800031,SK텔레콤,2025-08-06,유
01363818,롯데리츠,330590,Y,투자설명서,20250806000003,롯데리츠,2025-08-06,
01133217,카카오뱅크,323410,Y,영업(잠정)실적(공정공시)              ,20250806800006,카카오뱅크,2025-08-06,유
00344287,HD현대인프라코어,042670,Y,주요사항보고서(자기주식취득신탁계약해지결정),20250806000001,HD현대인프라코어,2025-08-06,
00120872,만호제강,001080,Y,[기재정정]분기보고서 (2025.03),20250805000324,만호제강,2025-08-05,
00113058,한화생명,088350,Y,대표이사(대표집행임원)변경(안내공시)              ,20250805800530,한화생명,2025-08-05,유
00113058,한화생명,088350,Y,임시주주총회결과              ,20250805800503,한화생명,2025-08-05,유
01363818,롯데리츠,330590,Y,[기재정정]부동산투자회사자금차입              ,20250805800518,롯데리츠,2025-08-05,유
00120872,만호제강,001080,Y,[기재정정]반기보고서 (2024.12),20250805000321,만호제강,2025-08-05,
00274933,신세계푸드,031440,Y,풍문또는보도에대한해명(미확정)              ,20250805800498,신세계푸드,2025-08-05,유
00120872,만호제강,001080,Y,[기재정정]분기보고서 (2024.09),20250805000315,만호제강,2025-08-05,
00105952,LS,006260,Y,단기차입금증가결정(자회사의 주요경영사항)              ,20250805800512,LS,2025-08-05,유
01363818,롯데리츠,330590,Y,[발행조건확정]증권신고서(채무증권),20250805000311,롯데리츠,2025-08-05,
00139889,SKC,011790,Y,특수관계인에대한자금대여,20250805000306,SKC,2025-08-05,공
00633835,HJ중공업,097230,Y,최대주주등소유주식변동신고서              ,20250805800495,HJ중공업,2025-08-05,유
00120872,만호제강,001080,Y,[기재정정]사업보고서 (2024.06),20250805000299,만호제강,2025-08-05,
01316236,효성화학,298000,Y,타인에대한채무보증결정              ,20250805800466,효성화학,2025-08-05,유
00860332,메리츠금융지주,138040,Y,주권관련사채권의취득결정(자회사의 주요경영사항)              ,20250805800463,메리츠금융지주,2025-08-05,유정
00858364,BNK금융지주,138930,Y,주식등의대량보유상황보고서(약식),20250805000296,"TheCapitalGroupCompanies,Inc.",2025-08-05,
00182696,대한조선,439260,Y,주식등의대량보유상황보고서(일반),20250805000295,안다에이치자산운용,2025-08-05,
00162063,한신공영,004960,Y,타인에대한채무보증결정              ,20250805800472,한신공영,2025-08-05,유
01316236,효성화학,298000,Y,타인에대한채무보증결정              ,20250805800459,효성화학,2025-08-05,유
00162063,한신공영,004960,Y,타법인주식및출자증권취득결정              ,20250805800461,한신공영,2025-08-05,유
00136721,신영증권,001720,Y,증권발행실적보고서,20250805000292,신영증권,2025-08-05,
00860332,메리츠금융지주,138040,Y,주권관련사채권의취득결정(자회사의 주요경영사항)              ,20250805800455,메리츠금융지주,2025-08-05,유
00155319,POSCO홀딩스,005490,Y,지주회사의자회사탈퇴              ,20250805800441,POSCO홀딩스,2025-08-05,유
00148610,한화투자증권,003530,Y,투자설명서(일괄신고),20250805000289,한화투자증권,2025-08-05,
00105280,현대지에프홀딩스,005440,Y,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20250805800450,현대지에프홀딩스,2025-08-05,유
00105280,현대지에프홀딩스,005440,Y,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250805800449,현대지에프홀딩스,2025-08-05,유
00105280,현대지에프홀딩스,005440,Y,주요사항보고서(자기주식취득결정)(자회사의 주요경영사항)              ,20250805800448,현대지에프홀딩스,2025-08-05,유
01721809,현대그린푸드,453340,Y,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250805800433,현대그린푸드,2025-08-05,유
01721809,현대그린푸드,453340,Y,현금ㆍ현물배당결정              ,20250805800431,현대그린푸드,2025-08-05,유
01721809,현대그린푸드,453340,Y,주요사항보고서(자기주식취득결정),20250805000272,현대그린푸드,2025-08-05,
00117601,유안타증권,003470,Y,최대주주등소유주식변동신고서              ,20250805800438,유안타증권,2025-08-05,유
00148610,한화투자증권,003530,Y,일괄신고추가서류(파생결합증권-주가연계증권),20250805000279,한화투자증권,2025-08-05,
00137997,현대차증권,001500,Y,증권발행실적보고서,20250805000277,현대차증권,2025-08-05,
00117601,유안타증권,003470,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000275,뤄즈펑,2025-08-05,
00126955,삼양식품,003230,Y,합병등종료보고서(합병),20250805000274,삼양식품,2025-08-05,
00633835,HJ중공업,097230,Y,주식등의대량보유상황보고서(일반),20250805000271,에코프라임마린퍼시픽,2025-08-05,
00137997,현대차증권,001500,Y,투자설명서(일괄신고),20250805000269,현대차증권,2025-08-05,
00105952,LS,006260,Y,[기재정정]타법인주식및출자증권취득결정(자회사의 주요경영사항)              ,20250805800409,LS,2025-08-05,유
01258507,롯데웰푸드,280360,Y,기업설명회(IR)개최(안내공시)              ,20250805800400,롯데웰푸드,2025-08-05,유
00110893,대신증권,003540,Y,증권발행실적보고서,20250805000256,대신증권,2025-08-05,
00106881,인디에프,014990,Y,최대주주등소유주식변동신고서              ,20250805800394,인디에프,2025-08-05,유
00500254,GS,078930,Y,최대주주등소유주식변동신고서              ,20250805800392,GS,2025-08-05,유
00154329,TP,007980,Y,주식등의대량보유상황보고서(일반),20250805000252,임석원,2025-08-05,
01159233,솔루엠,248070,Y,[첨부정정]지속가능경영보고서등관련사항(자율공시)              ,20250805800385,솔루엠,2025-08-05,유
00500254,GS,078930,Y,주식등의대량보유상황보고서(일반),20250805000250,허창수,2025-08-05,
01762569,이수스페셜티케미컬,457190,Y,신규시설투자등              ,20250805800381,이수스페셜티케미컬,2025-08-05,유
00138279,S-Oil,010950,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000245,이현민,2025-08-05,
00159102,DB손해보험,005830,Y,기업설명회(IR)개최(안내공시)              ,20250805800376,DB손해보험,2025-08-05,유
00110893,대신증권,003540,Y,지속가능경영보고서등관련사항(자율공시)              ,20250805800357,대신증권,2025-08-05,유
00120182,NH투자증권,005940,Y,최대주주등소유주식변동신고서              ,20250805800343,NH투자증권,2025-08-05,유
00266961,NAVER,035420,Y,타법인주식및출자증권취득결정              ,20250805800320,NAVER,2025-08-05,유
00219097,BGF,027410,Y,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,20250805000225,BGF,2025-08-05,공
00113359,교보증권,030610,Y,투자설명서(일괄신고),20250805000222,교보증권,2025-08-05,
00126292,삼성카드,029780,Y,증권발행실적보고서,20250805000221,삼성카드,2025-08-05,
00106881,인디에프,014990,Y,주식등의대량보유상황보고서(일반),20250805000220,글로벌세아,2025-08-05,
00266961,NAVER,035420,Y,주식소각결정              ,20250805800311,NAVER,2025-08-05,유
00161116,HL D&I,014790,Y,결산실적공시예고(안내공시)              ,20250805800323,HL D&I,2025-08-05,유
01882845,GS피앤엘,499790,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250805800294,GS피앤엘,2025-08-05,유
00113359,교보증권,030610,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250805000208,교보증권,2025-08-05,
01060814,삼양패키징,272550,Y,신규시설투자등              ,20250805800290,삼양패키징,2025-08-05,유
00760971,크래프톤,259960,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000207,임우열,2025-08-05,
00126937,삼양홀딩스,000070,Y,주식등의대량보유상황보고서(일반),20250805000205,김윤,2025-08-05,
00137997,현대차증권,001500,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250805000203,현대차증권,2025-08-05,
00120526,롯데쇼핑,023530,Y,기업설명회(IR)개최(안내공시)              ,20250805800300,롯데쇼핑,2025-08-05,유
01669226,한화리츠,451800,Y,부동산투자회사자금차입              ,20250805800286,한화리츠,2025-08-05,유
00760971,크래프톤,259960,Y,최대주주등소유주식변동신고서              ,20250805800295,크래프톤,2025-08-05,유
00760971,크래프톤,259960,Y,주식등의대량보유상황보고서(일반),20250805000192,장병규,2025-08-05,
00231372,롯데관광개발,032350,Y,반기보고서 (2025.06),20250805000190,롯데관광개발,2025-08-05,
00129679,녹십자,006280,Y,공정거래자율준수프로그램운영현황(안내공시)              ,20250805800287,녹십자,2025-08-05,유
00300548,현대리바트,079430,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250805800272,현대리바트,2025-08-05,유
01721809,현대그린푸드,453340,Y,자기주식취득결과보고서,20250805000170,현대그린푸드,2025-08-05,
00261285,한국가스공사,036460,Y,결산실적공시예고(안내공시)              ,20250805800263,한국가스공사,2025-08-05,유
01180118,코람코더원리츠,417310,Y,의결권대리행사권유참고서류,20250805000168,코람코더원리츠,2025-08-05,
01180118,코람코더원리츠,417310,Y,주주총회소집공고,20250805000164,코람코더원리츠,2025-08-05,
00173795,신흥,004080,Y,최대주주등소유주식변동신고서              ,20250805800257,신흥,2025-08-05,유
00220613,넥스틸,092790,Y,현금ㆍ현물배당결정              ,20250805800243,넥스틸,2025-08-05,유
00111722,미래에셋증권,006800,Y,증권발행실적보고서,20250805000157,미래에셋증권,2025-08-05,
00113359,교보증권,030610,Y,투자설명서(일괄신고),20250805000156,교보증권,2025-08-05,
01721809,현대그린푸드,453340,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250805800222,현대그린푸드,2025-08-05,유
00220613,넥스틸,092790,Y,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250805800225,넥스틸,2025-08-05,유
00163761,한창제지,009460,Y,주요사항보고서(전환사채권발행결정),20250805000155,한창제지,2025-08-05,
00120571,롯데칠성음료,005300,Y,기업설명회(IR)개최(안내공시)              ,20250805800238,롯데칠성음료,2025-08-05,유
01093007,LS에코에너지,229640,Y,타인에대한채무보증결정              ,20250805800233,LS에코에너지,2025-08-05,유
01093007,LS에코에너지,229640,Y,타인에대한채무보증결정              ,20250805800231,LS에코에너지,2025-08-05,유
